Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,EoC_Acc
1,1.9891480280005414,26.041950422228275,1.9905327104810457,26.849828285981893,27.44469381211927
2,1.8514477019724638,31.462816671206756,1.7651400322937847,35.37308773025289,30.65084963129208
3,1.8108993929365407,33.26069190956143,1.6499059656959267,51.139556665625975,71.59345944212889
4,1.7551333256389783,36.50231544538273,1.580835953577241,45.42616297221355,38.089131131773
5,1.6562834636024806,40.751838736039225,1.7165273024668148,37.49609740867936,27.316447579352356
6,1.6109227035356604,42.95832198311087,1.5373765236109644,44.64564470808617,39.37159345944213
7,1.584060291621996,45.60065377281395,1.5226096433786611,52.16984077427412,69.44533504328311
8,1.4899088501930238,54.045219286298014,1.6092609410262226,49.07898844832969,55.306187880731
9,1.4178485388341158,59.32988286570417,1.229360350625432,69.52856696846706,82.30201987816608
10,1.386867392581442,60.06537728139472,1.0939880093531822,78.98844832969091,77.3004168002565
11,1.3663474523502848,61.64532824843367,1.1820252220428997,76.61567280674367,78.80731003526772
12,1.352902364730835,62.081176791065104,1.125719463350761,78.33281298782391,79.89740301378647
13,1.2974144787892052,66.08553527649141,1.1257727573167031,78.73868248517016,67.45751843539595
14,1.285250180700551,66.27621901389267,1.0126034273437006,84.57695910084296,74.22250721385059
15,1.2571514199609342,67.88341051484609,0.9896815469608972,86.63752731813925,61.013145238858606
16,1.2350295561811198,68.1830563879052,1.370660613128795,65.93818295348112,60.91696056428342
17,1.2116508939991826,70.28057749931898,1.1601907130497604,78.33281298782391,77.36453991663996
18,1.2071857180284418,70.68918550803596,0.9479863299659236,87.82391507961286,71.11253606925297
19,1.1627136067203854,72.67774448379188,1.0408040445242355,79.0508897908211,72.68355242064764
20,1.1696167650430098,71.47916099155543,0.9064638908229657,89.29128941617233,71.36902853478679
21,1.1403759095979773,73.71288477254154,1.2966345148300058,65.18888541991883,59.73068291118948
22,1.128121050544407,73.93080904385727,1.0515703458098036,82.9847018420231,67.29721064443731
23,1.104387789187224,75.83764641786979,1.1057354804888293,78.55135810177958,71.59345944212889
24,1.0852789842564128,76.2190138926723,0.8351709854543505,91.5079612862941,72.84386021160628
25,1.0458462834358215,78.72514301280304,0.8862369354091474,91.16453325007805,70.40718178903495
26,1.035344619077185,79.542359030237,0.8247836285562657,92.00749297533562,63.06508496312921
27,1.0170823063539423,80.71370198855898,0.8292113640415135,93.63097096472058,72.07438281500481
28,1.0056215016738228,80.98610732770362,0.8351277510325114,92.94411489228848,71.84995190766271
29,0.9853379817112632,82.239171887769,0.845969864978126,92.38214174211677,77.2042321256813
30,0.9785104728263357,81.85780441296649,0.8474569839624623,92.35092101155168,71.7217056748958
31,0.944002607335215,83.98256605829474,0.7591954837391033,95.410552606931,71.24078230201988
32,0.9216483714787856,85.26287115227458,1.0216244734934907,81.76709334998439,67.13690285347867
33,0.9326279207416203,84.14600926178153,0.7568391712743845,96.37839525444896,79.89740301378647
34,0.9257891960766005,84.44565513484065,0.7496258287287471,96.81548548236029,78.03783263866625
35,0.8987141417420429,86.24353037319531,0.7700296987348528,94.81735872619419,76.37063161269637
36,0.8806904950867529,87.19694906020158,0.8012061741814684,93.75585388698096,84.41808271882013
37,0.87470521564069,87.52383546717516,0.8663078454596487,91.10209178894786,73.29272202629048
38,0.8780400817808898,87.30591119585944,0.8323254229417488,91.97627224477053,81.7569733889067
39,0.8582263477470564,88.64069735766822,0.7617062143425444,95.75398064314705,83.71272843860211
40,0.8669956272063049,87.44211386543176,0.7228841321978403,97.03403059631596,72.26675216415518
41,0.8341325044631958,89.2672296377009,0.69492203768213,98.18919762722447,78.83937159345945
42,0.8233317380366119,90.00272405339145,0.6941666736531613,98.22041835778957,74.67136902853478
43,0.8272603952366373,89.92100245164805,0.702480263674437,98.47018420231034,78.06989419685797
44,0.8193667606167171,89.75755924816126,0.7030990832480625,97.59600374648767,78.74318691888426
45,0.8144809378230053,90.27512939253609,0.7164564031866653,97.78332812987824,73.26066046809875
46,0.8061491129191025,90.49305366385181,0.7610836239596505,95.4729940680612,79.86534145559474
47,0.7912965341754582,90.84718060473985,0.6799607033753277,98.43896347174524,68.32318050657263
48,0.7779309189837912,92.07300463089076,0.7529492146933257,95.37933187636591,83.52035908945174
49,0.7807929116746654,92.26368836829202,0.6759646333272185,98.688729316266,80.05771080474511
50,0.7787526988464853,91.7461182239172,0.6539062955486241,99.3131439275679,75.08816928502725
51,0.7718441976153332,91.6643966221738,0.6778598896306546,99.12581954417733,84.80282141712087
