Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,EoC_Acc
52,0.7591052475182907,92.86298011441025,0.6630968338814541,99.21948173587262,78.64700224430908
53,0.7499616739542588,93.05366385181149,0.6591986367358497,99.00093662191695,80.28214171208721
54,0.7522871802682461,92.94470171615363,0.6717175586306634,98.7823915079613,79.76915678101956
55,0.7475554505120153,93.10814491964042,0.6676137533353929,97.97065251326882,76.30650849631292
56,0.7471101810102877,93.16262598746935,0.689175189431034,98.22041835778957,81.5325424815646
57,0.7408975209878839,93.48951239444293,0.6632416506311787,99.00093662191695,81.40429624879769
58,0.7362559880899346,93.48951239444293,0.6723671113673727,98.06431470496409,76.01795447258736
59,0.7318612010582634,93.84363933533098,0.6677487768344025,98.93849516078676,81.5325424815646
60,0.7250781593115433,94.00708253881776,0.6512136847818669,99.21948173587262,82.01346585444053
61,0.7244931614917257,94.22500681013348,0.6546046093328676,99.00093662191695,76.91567810195575
62,0.7152235769707224,94.49741214927812,0.6452550965162059,98.688729316266,77.04392433472266
63,0.701767028932986,95.42359030236993,0.6505034708265048,98.90727443022166,76.37063161269637
64,0.7032188153785208,95.17842549713974,0.6449869963067087,99.12581954417733,81.9814042962488
65,0.7155694448429605,94.57913375102152,0.6762123958981452,98.22041835778957,81.72491183071497
66,0.7036646819632987,95.20566603105421,0.6546165234413907,99.25070246643772,81.30811157422251
67,0.6930039413597273,95.50531190411333,0.6426877500999033,99.28192319700281,81.62872715613979
68,0.6948091545830603,95.47807137019886,0.6393883676078189,99.3131439275679,81.62872715613979
69,0.7054518414580304,94.8242985562517,0.6350551146772964,99.25070246643772,78.29432510420007
70,0.6850166162718897,95.88667937891583,0.6500990091271661,98.7823915079613,82.94325104200064
71,0.6870785158613454,96.26804685371833,0.6441381864286774,99.18826100530752,76.91567810195575
72,0.6855306519114452,95.9139199128303,0.6385125517845154,99.18826100530752,75.31260019236935
73,0.6797107958275339,96.26804685371833,0.6342328024740836,99.21948173587262,76.53093940365501
74,0.6761006635168324,96.48597112503406,0.6314002610557709,99.53168904152358,78.42257133696698
75,0.6694271592990212,97.03078180332335,0.6268495377616503,99.3755853886981,79.73709522282783
76,0.6807944971582164,96.18632525197494,0.6339687885929696,99.53168904152358,76.88361654376402
77,0.668885751651681,97.00354126940888,0.6286363219147297,99.46924758039339,76.43475472907983
78,0.6704731039378954,96.34976845546173,0.6233285235528329,99.53168904152358,79.32029496633537
79,0.666548713652984,96.89457913375102,0.6318985965121445,99.43802684982829,79.44854119910228
80,0.6635423217130744,97.00354126940888,0.6292376527145728,99.56290977208867,77.97370952228279
81,0.659372427670852,97.2214655407246,0.6264667792699823,99.4068061192632,78.26226354600834
82,0.658247040665668,97.16698447289566,0.6323683602892938,99.18826100530752,82.59057390189163
83,0.6566965121289958,97.1397439389812,0.6251294577299659,99.62535123321885,78.23020198781661
84,0.6606193830137668,96.92181966766549,0.6205479051936326,99.65657196378395,77.84546328951588
85,0.6539787839288297,97.00354126940888,0.6244816922429782,99.43802684982829,78.26226354600834
86,0.659395063182582,96.86733859983656,0.6254207663868198,99.344364658133,79.41647964091055
87,0.6491383448891018,97.43938981204032,0.6233853164003856,99.53168904152358,78.58287912792562
88,0.6632562676201696,96.7583764641787,0.6185374004923883,99.62535123321885,79.25617184995191
89,0.6539754753527434,97.16698447289566,0.6219142313620344,99.53168904152358,79.7050336646361
90,0.6528040136979973,97.2214655407246,0.623755400453634,99.43802684982829,78.3263866623918
91,0.6434884460076041,97.65731408335603,0.6231613325242379,99.62535123321885,79.32029496633537
92,0.646531807858011,97.71179515118496,0.6250614500164393,99.62535123321885,79.76915678101956
93,0.646566399284031,97.60283301552711,0.62019974912577,99.56290977208867,78.1019557550497
94,0.6475092709064484,97.60283301552711,0.6198399452427726,99.50046831095848,77.23629368387303
95,0.6525333028772603,97.19422500681013,0.622432620371159,99.59413050265377,78.64700224430908
96,0.6500322391157565,97.24870607463906,0.6223529162098519,99.53168904152358,79.25617184995191
97,0.6432386763717817,97.90247888858622,0.6216504057841514,99.46924758039339,79.57678743186919
98,0.6528939783573151,97.16698447289566,0.6251367028079816,99.50046831095848,80.21801859570375
99,0.6531218495057977,96.89457913375102,0.6223280539560081,99.59413050265377,79.64091054825265
100,0.6416017985862235,97.68455461727049,0.6195549997524242,99.62535123321885,78.42257133696698
